id,name,category,price,quantity,date,error
1,Product_A,Clothing,,9,2024-01-03,Invalid price or category
2,Product_B,Electronics,,,2024-02-01,Invalid price or category
3,Product_C,Clothing,,,,Invalid price or category
4,Product_D,Clothing,,ten,2024-01-21,Invalid price or category
5,Product_E,Grocery,,9,2024-01-28,Invalid price or category
6,Product_F,Grocery,,ten,2024-02-22,Invalid price or category
7,Product_G,Clothing,,1,,Invalid price or category
9,Product_I,Grocery,,2,,Invalid price or category
11,Product_K,Grocery,,ten,2024-01-05,Invalid price or category
12,Product_L,Electronics,,1,2024-01-03,Invalid price or category
13,Product_M,Grocery,,,2024-01-28,Invalid price or category
15,Product_O,Electronics,,,2024-02-11,Invalid price or category
16,Product_P,Electronics,,ten,,Invalid price or category
17,Product_Q,Grocery,,ten,2024-02-23,Invalid price or category
19,Product_S,Electronics,,3,2024-01-23,Invalid price or category
22,Product_V,Grocery,,,,Invalid price or category
23,Product_W,Electronics,,,,Invalid price or category
24,Product_X,Clothing,,,2024-02-25,Invalid price or category
25,Product_Y,Electronics,,4,2024-02-06,Invalid price or category
26,Product_Z,Grocery,,,,Invalid price or category
29,Product_C,Electronics,,5,2024-01-22,Invalid price or category
30,Product_D,Grocery,,,2024-02-10,Invalid price or category
33,Product_G,Grocery,,,2024-01-25,Invalid price or category
35,Product_I,Clothing,,5,2024-01-24,Invalid price or category
37,Product_K,Grocery,,ten,2024-02-24,Invalid price or category
38,Product_L,Electronics,,,2024-01-22,Invalid price or category
39,Product_M,Clothing,,2,,Invalid price or category
40,Product_N,Electronics,,8,,Invalid price or category
42,Product_P,Electronics,,,2024-02-20,Invalid price or category
43,Product_Q,Clothing,,,,Invalid price or category
50,Product_X,Electronics,,9,,Invalid price or category
51,Product_Y,Grocery,,5,,Invalid price or category
54,Product_B,Clothing,,,2024-01-23,Invalid price or category
55,Product_C,Electronics,,ten,2024-01-27,Invalid price or category
56,Product_D,Clothing,,ten,2024-03-01,Invalid price or category
57,Product_E,Electronics,,ten,2024-02-13,Invalid price or category
58,Product_F,Clothing,,ten,2024-01-18,Invalid price or category
59,Product_G,Electronics,,ten,,Invalid price or category
60,Product_H,Grocery,,9,2024-02-29,Invalid price or category
61,Product_I,Clothing,,6,2024-03-01,Invalid price or category
62,Product_J,Grocery,,ten,2024-02-25,Invalid price or category
63,Product_K,Clothing,,ten,2024-01-21,Invalid price or category
64,Product_L,Grocery,,,,Invalid price or category
65,Product_M,Grocery,,3,2024-02-23,Invalid price or category
66,Product_N,Grocery,,2,2024-02-24,Invalid price or category
67,Product_O,Electronics,,4,2024-02-06,Invalid price or category
69,Product_Q,Electronics,,4,,Invalid price or category
71,Product_S,Grocery,,ten,2024-02-17,Invalid price or category
73,Product_U,Grocery,,,2024-01-16,Invalid price or category
74,Product_V,Electronics,,ten,,Invalid price or category
75,Product_W,Electronics,,ten,,Invalid price or category
78,Product_Z,Grocery,,5,2024-02-13,Invalid price or category
80,Product_B,Electronics,,4,2024-01-01,Invalid price or category
81,Product_C,Electronics,,7,2024-02-23,Invalid price or category
83,Product_E,Electronics,,4,2024-01-20,Invalid price or category
84,Product_F,Grocery,,ten,2024-02-23,Invalid price or category
85,Product_G,Clothing,,,,Invalid price or category
86,Product_H,Electronics,,2,,Invalid price or category
87,Product_I,Clothing,,ten,2024-01-11,Invalid price or category
88,Product_J,Electronics,,,2024-01-07,Invalid price or category
90,Product_L,Grocery,,,2024-02-19,Invalid price or category
93,Product_O,Clothing,,ten,2024-02-19,Invalid price or category
94,Product_P,Clothing,,,,Invalid price or category
95,Product_Q,Electronics,,ten,,Invalid price or category
96,Product_R,Electronics,,ten,2024-01-24,Invalid price or category
98,Product_T,Grocery,,,2024-01-26,Invalid price or category
101,Product_W,Grocery,,7,,Invalid price or category
102,Product_X,Grocery,,,2024-01-02,Invalid price or category
103,Product_Y,Clothing,,,,Invalid price or category
104,Product_Z,Grocery,,,2024-02-29,Invalid price or category
105,Product_A,Clothing,,,,Invalid price or category
107,Product_C,Grocery,,,,Invalid price or category
108,Product_D,Grocery,,ten,2024-02-03,Invalid price or category
109,Product_E,Clothing,,ten,2024-01-17,Invalid price or category
110,Product_F,Grocery,,,2024-01-31,Invalid price or category
112,Product_H,Grocery,,,2024-02-14,Invalid price or category
113,Product_I,Electronics,,1,,Invalid price or category
114,Product_J,Clothing,,4,2024-01-10,Invalid price or category
115,Product_K,Electronics,,,,Invalid price or category
116,Product_L,Clothing,,ten,,Invalid price or category
117,Product_M,Clothing,,ten,2024-02-24,Invalid price or category
120,Product_P,Electronics,,ten,,Invalid price or category
122,Product_R,Electronics,,ten,,Invalid price or category
123,Product_S,Electronics,,10,2024-02-23,Invalid price or category
125,Product_U,Grocery,,,2024-01-08,Invalid price or category
126,Product_V,Electronics,,1,2024-01-03,Invalid price or category
129,Product_Y,Electronics,,4,2024-02-12,Invalid price or category
131,Product_A,Electronics,,ten,,Invalid price or category
133,Product_C,Clothing,,4,2024-01-06,Invalid price or category
135,Product_E,Clothing,,,2024-01-25,Invalid price or category
137,Product_G,Electronics,,ten,,Invalid price or category
138,Product_H,Clothing,,,2024-01-04,Invalid price or category
139,Product_I,Electronics,,ten,,Invalid price or category
140,Product_J,Electronics,,,2024-02-02,Invalid price or category
141,Product_K,Grocery,,,,Invalid price or category
142,Product_L,Clothing,,8,2024-01-29,Invalid price or category
143,Product_M,Grocery,,6,,Invalid price or category
144,Product_N,Clothing,,10,,Invalid price or category
145,Product_O,Clothing,,9,2024-02-08,Invalid price or category
146,Product_P,Grocery,,3,,Invalid price or category
150,Product_T,Grocery,,,2024-02-05,Invalid price or category
156,Product_Z,Grocery,,6,,Invalid price or category
157,Product_A,Electronics,,,2024-02-17,Invalid price or category
160,Product_D,Electronics,,,,Invalid price or category
161,Product_E,Clothing,,,2024-02-14,Invalid price or category
164,Product_H,Electronics,,10,2024-02-15,Invalid price or category
165,Product_I,Grocery,,,2024-01-13,Invalid price or category
166,Product_J,Electronics,,ten,,Invalid price or category
167,Product_K,Clothing,,2,,Invalid price or category
168,Product_L,Clothing,,,2024-02-13,Invalid price or category
171,Product_O,Electronics,,,,Invalid price or category
174,Product_R,Grocery,,,,Invalid price or category
175,Product_S,Grocery,,,2024-01-24,Invalid price or category
178,Product_V,Clothing,,ten,2024-02-12,Invalid price or category
179,Product_W,Electronics,,,,Invalid price or category
180,Product_X,Clothing,,,,Invalid price or category
181,Product_Y,Grocery,,2,2024-01-20,Invalid price or category
182,Product_Z,Electronics,,4,,Invalid price or category
185,Product_C,Electronics,,ten,2024-01-11,Invalid price or category
188,Product_F,Clothing,,4,2024-01-06,Invalid price or category
189,Product_G,Clothing,,,2024-02-12,Invalid price or category
191,Product_I,Grocery,,9,2024-01-29,Invalid price or category
192,Product_J,Electronics,,ten,,Invalid price or category
195,Product_M,Clothing,,ten,2024-01-16,Invalid price or category
196,Product_N,Grocery,,1,,Invalid price or category
197,Product_O,Electronics,,10,,Invalid price or category
199,Product_Q,Grocery,,,,Invalid price or category
203,Product_U,Grocery,,4,2024-01-19,Invalid price or category
206,Product_X,Electronics,,9,,Invalid price or category
208,Product_Z,Clothing,,10,2024-02-28,Invalid price or category
210,Product_B,Clothing,,3,2024-02-28,Invalid price or category
211,Product_C,Clothing,,,2024-02-20,Invalid price or category
213,Product_E,Clothing,,ten,2024-02-15,Invalid price or category
214,Product_F,Grocery,,2,2024-01-21,Invalid price or category
215,Product_G,Clothing,,,2024-01-25,Invalid price or category
216,Product_H,Electronics,,3,2024-01-22,Invalid price or category
217,Product_I,Clothing,,ten,,Invalid price or category
218,Product_J,Clothing,,,2024-01-22,Invalid price or category
219,Product_K,Clothing,,,2024-02-01,Invalid price or category
222,Product_N,Electronics,,ten,,Invalid price or category
224,Product_P,Grocery,,ten,,Invalid price or category
227,Product_S,Electronics,,5,2024-01-14,Invalid price or category
230,Product_V,Clothing,,ten,2024-02-24,Invalid price or category
231,Product_W,Grocery,,,2024-02-11,Invalid price or category
232,Product_X,Electronics,,6,2024-01-24,Invalid price or category
233,Product_Y,Clothing,,ten,,Invalid price or category
234,Product_Z,Clothing,,ten,,Invalid price or category
237,Product_C,Electronics,,ten,2024-02-18,Invalid price or category
238,Product_D,Clothing,,,,Invalid price or category
239,Product_E,Grocery,,,2024-01-29,Invalid price or category
241,Product_G,Grocery,,,,Invalid price or category
242,Product_H,Electronics,,ten,,Invalid price or category
244,Product_J,Grocery,,ten,2024-02-01,Invalid price or category
245,Product_K,Grocery,,,2024-01-20,Invalid price or category
247,Product_M,Electronics,,,,Invalid price or category
251,Product_Q,Clothing,,ten,,Invalid price or category
253,Product_S,Electronics,,7,,Invalid price or category
254,Product_T,Clothing,,2,,Invalid price or category
257,Product_W,Clothing,,3,,Invalid price or category
259,Product_Y,Grocery,,ten,2024-02-21,Invalid price or category
260,Product_Z,Grocery,,4,2024-01-05,Invalid price or category
261,Product_A,Clothing,,,,Invalid price or category
263,Product_C,Clothing,,10,2024-02-19,Invalid price or category
265,Product_E,Electronics,,,2024-01-18,Invalid price or category
268,Product_H,Clothing,,,,Invalid price or category
271,Product_K,Electronics,,,2024-01-28,Invalid price or category
273,Product_M,Grocery,,1,,Invalid price or category
274,Product_N,Grocery,,,,Invalid price or category
275,Product_O,Grocery,,,2024-01-05,Invalid price or category
276,Product_P,Clothing,,,2024-01-15,Invalid price or category
277,Product_Q,Grocery,,,2024-01-18,Invalid price or category
286,Product_Z,Electronics,,ten,2024-02-08,Invalid price or category
287,Product_A,Grocery,,ten,,Invalid price or category
288,Product_B,Clothing,,ten,,Invalid price or category
289,Product_C,Clothing,,ten,2024-02-02,Invalid price or category
290,Product_D,Grocery,,,,Invalid price or category
292,Product_F,Clothing,,2,,Invalid price or category
293,Product_G,Clothing,,2,,Invalid price or category
295,Product_I,Clothing,,,2024-01-06,Invalid price or category
296,Product_J,Electronics,,7,2024-02-03,Invalid price or category
298,Product_L,Clothing,,7,2024-01-24,Invalid price or category
299,Product_M,Electronics,,,2024-02-27,Invalid price or category
300,Product_N,Grocery,,ten,,Invalid price or category
302,Product_P,Grocery,,3,2024-01-14,Invalid price or category
303,Product_Q,Grocery,,,,Invalid price or category
304,Product_R,Clothing,,,,Invalid price or category
305,Product_S,Electronics,,2,2024-02-28,Invalid price or category
306,Product_T,Electronics,,ten,2024-01-18,Invalid price or category
307,Product_U,Electronics,,2,2024-02-12,Invalid price or category
308,Product_V,Electronics,,,2024-01-30,Invalid price or category
309,Product_W,Electronics,,,,Invalid price or category
310,Product_X,Clothing,,ten,,Invalid price or category
311,Product_Y,Electronics,,,2024-01-15,Invalid price or category
313,Product_A,Clothing,,,2024-02-11,Invalid price or category
315,Product_C,Clothing,,,,Invalid price or category
316,Product_D,Electronics,,10,2024-02-24,Invalid price or category
317,Product_E,Electronics,,6,2024-02-14,Invalid price or category
318,Product_F,Clothing,,,,Invalid price or category
322,Product_J,Grocery,,2,2024-01-28,Invalid price or category
324,Product_L,Clothing,,ten,,Invalid price or category
325,Product_M,Grocery,,ten,2024-01-30,Invalid price or category
327,Product_O,Electronics,,3,,Invalid price or category
329,Product_Q,Grocery,,9,2024-01-17,Invalid price or category
330,Product_R,Grocery,,ten,,Invalid price or category
333,Product_U,Clothing,,3,2024-02-01,Invalid price or category
334,Product_V,Electronics,,ten,,Invalid price or category
335,Product_W,Electronics,,ten,2024-02-22,Invalid price or category
336,Product_X,Grocery,,ten,,Invalid price or category
338,Product_Z,Grocery,,ten,,Invalid price or category
339,Product_A,Grocery,,,2024-01-20,Invalid price or category
340,Product_B,Grocery,,,,Invalid price or category
341,Product_C,Clothing,,ten,2024-02-08,Invalid price or category
344,Product_F,Grocery,,4,2024-02-22,Invalid price or category
345,Product_G,Grocery,,ten,,Invalid price or category
346,Product_H,Electronics,,7,,Invalid price or category
347,Product_I,Electronics,,,,Invalid price or category
350,Product_L,Electronics,,,,Invalid price or category
354,Product_P,Electronics,,,2024-02-14,Invalid price or category
355,Product_Q,Clothing,,5,2024-02-15,Invalid price or category
359,Product_U,Grocery,,,,Invalid price or category
360,Product_V,Electronics,,ten,,Invalid price or category
361,Product_W,Clothing,,2,2024-01-10,Invalid price or category
362,Product_X,Grocery,,,2024-01-05,Invalid price or category
363,Product_Y,Electronics,,,,Invalid price or category
364,Product_Z,Grocery,,9,2024-02-13,Invalid price or category
365,Product_A,Electronics,,ten,2024-02-16,Invalid price or category
366,Product_B,Clothing,,ten,,Invalid price or category
368,Product_D,Grocery,,,2024-02-06,Invalid price or category
369,Product_E,Clothing,,1,,Invalid price or category
372,Product_H,Electronics,,ten,2024-01-27,Invalid price or category
373,Product_I,Clothing,,4,2024-01-09,Invalid price or category
374,Product_J,Clothing,,,2024-01-06,Invalid price or category
375,Product_K,Grocery,,3,2024-02-22,Invalid price or category
377,Product_M,Grocery,,ten,,Invalid price or category
378,Product_N,Clothing,,ten,,Invalid price or category
379,Product_O,Electronics,,ten,2024-01-08,Invalid price or category
380,Product_P,Clothing,,9,,Invalid price or category
381,Product_Q,Electronics,,,,Invalid price or category
382,Product_R,Grocery,,5,,Invalid price or category
383,Product_S,Clothing,,4,2024-01-09,Invalid price or category
384,Product_T,Grocery,,,2024-02-23,Invalid price or category
386,Product_V,Clothing,,,,Invalid price or category
388,Product_X,Grocery,,ten,,Invalid price or category
389,Product_Y,Grocery,,ten,2024-01-22,Invalid price or category
390,Product_Z,Grocery,,ten,,Invalid price or category
391,Product_A,Electronics,,,2024-01-08,Invalid price or category
392,Product_B,Grocery,,1,2024-03-01,Invalid price or category
393,Product_C,Electronics,,,2024-01-09,Invalid price or category
395,Product_E,Clothing,,4,,Invalid price or category
396,Product_F,Electronics,,ten,,Invalid price or category
398,Product_H,Grocery,,,2024-01-28,Invalid price or category
399,Product_I,Clothing,,ten,2024-02-05,Invalid price or category
402,Product_L,Electronics,,,2024-02-18,Invalid price or category
403,Product_M,Electronics,,,2024-02-17,Invalid price or category
404,Product_N,Electronics,,1,,Invalid price or category
405,Product_O,Clothing,,,,Invalid price or category
406,Product_P,Electronics,,ten,,Invalid price or category
407,Product_Q,Grocery,,ten,2024-02-23,Invalid price or category
410,Product_T,Grocery,,5,,Invalid price or category
411,Product_U,Grocery,,ten,2024-01-06,Invalid price or category
413,Product_W,Clothing,,ten,,Invalid price or category
417,Product_A,Clothing,,ten,,Invalid price or category
418,Product_B,Clothing,,1,2024-02-03,Invalid price or category
420,Product_D,Grocery,,ten,2024-02-20,Invalid price or category
421,Product_E,Grocery,,,2024-01-03,Invalid price or category
422,Product_F,Electronics,,10,,Invalid price or category
424,Product_H,Electronics,,2,,Invalid price or category
425,Product_I,Grocery,,,,Invalid price or category
427,Product_K,Grocery,,,,Invalid price or category
428,Product_L,Grocery,,ten,2024-01-09,Invalid price or category
429,Product_M,Electronics,,ten,2024-02-23,Invalid price or category
430,Product_N,Clothing,,ten,,Invalid price or category
431,Product_O,Clothing,,,,Invalid price or category
434,Product_R,Grocery,,ten,2024-01-03,Invalid price or category
435,Product_S,Electronics,,,,Invalid price or category
436,Product_T,Clothing,,10,,Invalid price or category
438,Product_V,Grocery,,1,,Invalid price or category
439,Product_W,Clothing,,,2024-02-04,Invalid price or category
440,Product_X,Electronics,,ten,,Invalid price or category
443,Product_A,Electronics,,9,2024-01-28,Invalid price or category
446,Product_D,Clothing,,ten,2024-01-20,Invalid price or category
448,Product_F,Clothing,,9,,Invalid price or category
455,Product_M,Grocery,,,2024-01-21,Invalid price or category
458,Product_P,Grocery,,1,2024-02-11,Invalid price or category
459,Product_Q,Clothing,,10,2024-01-06,Invalid price or category
460,Product_R,Electronics,,,,Invalid price or category
463,Product_U,Grocery,,10,,Invalid price or category
464,Product_V,Grocery,,ten,,Invalid price or category
465,Product_W,Electronics,,,,Invalid price or category
466,Product_X,Electronics,,10,2024-02-08,Invalid price or category
467,Product_Y,Grocery,,ten,2024-01-14,Invalid price or category
468,Product_Z,Grocery,,ten,,Invalid price or category
469,Product_A,Clothing,,7,2024-02-26,Invalid price or category
475,Product_G,Electronics,,,,Invalid price or category
478,Product_J,Clothing,,ten,2024-02-13,Invalid price or category
479,Product_K,Electronics,,5,,Invalid price or category
480,Product_L,Electronics,,ten,2024-02-26,Invalid price or category
481,Product_M,Grocery,,ten,,Invalid price or category
482,Product_N,Grocery,,,2024-01-30,Invalid price or category
483,Product_O,Clothing,,,,Invalid price or category
486,Product_R,Grocery,,,2024-01-07,Invalid price or category
487,Product_S,Clothing,,2,,Invalid price or category
488,Product_T,Clothing,,ten,,Invalid price or category
491,Product_W,Clothing,,,2024-02-06,Invalid price or category
492,Product_X,Clothing,,1,,Invalid price or category
493,Product_Y,Grocery,,,,Invalid price or category
494,Product_Z,Grocery,,3,2024-02-05,Invalid price or category
495,Product_A,Electronics,,3,,Invalid price or category
497,Product_C,Clothing,,6,2024-01-01,Invalid price or category
499,Product_E,Clothing,,3,,Invalid price or category
500,Product_F,Clothing,,ten,,Invalid price or category
